text,label
"But we're not going to simply kill some people to say, ""Oh, look, we got even.''",0
The United Stated had 27 deaths from covid19 between January 22nd 2020 and march 17 2020,1
Let me say first of all to you that I believe so strongly in the question you asked that I suggested this format tonight.,0
Participation in both of these programs reduces by 40 percent the likelihood that inmates upon release will reoffend and end up back in prison.,1
"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem.",1
"America has been through big changes before: wars and depression, the influx of new immigrants, workers fighting for a fair deal, movements to expand civil rights.",1
"If we are to continue to improve our schools, we must enact additional legislation this session.",0
So there are differences but that's about the main area where I think we have a difference.,0
"Number two, I'll take programs that are currently good programs but I think could be run more efficiently at the state level and send them to the state.",0
We have allocated 13 million extra dollars to attach computers to those wires.,1
The future of Kentucky is bright indeed. I love Kentucky.,0
"Well, there's a lot of stuff that was put out there, so let me try to address it.",0
"I believe that in those cases where international custom calls for the expression of a regret, if that would have kept the summit going, in my judgment it was a proper action.",0
"We have done some work in terms of securing potential targets, but we still have a long way to go.",0
"But if we spend and spend and spend, that is going to wrap up the housing market, and we'll go right back to the days of the misery index and malaise that President Reagan and I have overcome - thank God for the United States on that one.",0
"The government needs to be well-managed, efficient, economical, We need to have a government that's sensitive to our people's needs - to those who are poor, who don't have adequate health care, who have been cheated too long with our tax programs, who've been out of jobs, whose families have been torn apart.",0
But we've got to get costs down.,0
Herbal drink made of snake grass can cure cancer by killing cancer cells in 24 hours.,1
"When Mr. Nixon went in office, for instance, we had three and a half million dollars spent on - on the White House and its staff.",1
"Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up.",1
"But when we can -- when we have an issue that we may hand our children and our grandchildren a damaged planet, I have disagreed strongly with the Bush administration on this issue.",0
